STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,airp_pr,Airport pairs (routes),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_PL_EPWA,AMSTERDAM/SCHIPHOL airport - WARSZAWA/CHOPINA airport,2023,,5161,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_PT_LPFR,AMSTERDAM/SCHIPHOL airport - FARO airport,2023,,1539,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_PT_LPMA,AMSTERDAM/SCHIPHOL airport - MADEIRA airport,2023,,595,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_PT_LPPR,AMSTERDAM/SCHIPHOL airport - PORTO airport,2023,,2468,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_PT_LPPT,AMSTERDAM/SCHIPHOL airport - LISBOA airport,2023,,6613,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_QA_OTHH,AMSTERDAM/SCHIPHOL airport - HAMAD INTERNATIONAL airport,2023,,958,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_RO_LROP,AMSTERDAM/SCHIPHOL airport - BUCURESTI/HENRI COANDA airport,2023,,3140,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_RS_LYBE,AMSTERDAM/SCHIPHOL airport - BEOGRAD/NIKOLA TESLA airport,2023,,2068,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_RW_HRYR,AMSTERDAM/SCHIPHOL airport - KIGALI INTERNATIONAL airport,2023,,526,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SA_OEJN,AMSTERDAM/SCHIPHOL airport - JEDDAH/KING ABDULAZIZ INTERNATIONAL airport,2023,,416,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SA_OERK,AMSTERDAM/SCHIPHOL airport - RIYADH/KING KHALED INTERNATIONAL airport,2023,,567,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SE_ESGG,AMSTERDAM/SCHIPHOL airport - GOTEBORG/LANDVETTER airport,2023,,2979,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SE_ESSA,AMSTERDAM/SCHIPHOL airport - STOCKHOLM/ARLANDA airport,2023,,5737,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SE_ESSL,AMSTERDAM/SCHIPHOL airport - LINKOPING/SAAB airport,2023,,1621,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SG_WSSS,AMSTERDAM/SCHIPHOL airport - SINGAPORE/CHANGI airport,2023,,1094,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_SR_SMJP,AMSTERDAM/SCHIPHOL airport - JOHAN ADOLF PENGEL airport,2023,,931,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TH_VTBS,AMSTERDAM/SCHIPHOL airport - BANGKOK/SUVARNABHUMI INTL airport,2023,,801,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TR_LTAI,AMSTERDAM/SCHIPHOL airport - ANTALYA (MIL-CIV) airport,2023,,1691,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TR_LTBJ,AMSTERDAM/SCHIPHOL airport - IZMIR/ADNAN MENDERES airport,2023,,850,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TR_LTFJ,AMSTERDAM/SCHIPHOL airport - ISTANBUL/SABIHA GOKCEN airport,2023,,3091,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TR_LTFM,AMSTERDAM/SCHIPHOL airport - ISTANBUL/ISTANBUL HAVALIMANI airport,2023,,3569,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TW_RCTP,AMSTERDAM/SCHIPHOL airport - TAIBEI CITY/TAIBEI INTL AP airport,2023,,703,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_TZ_HTKJ,"AMSTERDAM/SCHIPHOL airport - KILIMANJARO APP, TWR, AIS, MET, CIVIL AIRLINES airport",2023,,571,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGBB,AMSTERDAM/SCHIPHOL airport - BIRMINGHAM airport,2023,,4012,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGCC,AMSTERDAM/SCHIPHOL airport - MANCHESTER airport,2023,,6767,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGFF,AMSTERDAM/SCHIPHOL airport - CARDIFF airport,2023,,1784,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGGD,AMSTERDAM/SCHIPHOL airport - BRISTOL airport,2023,,4416,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGGP,AMSTERDAM/SCHIPHOL airport - LIVERPOOL airport,2023,,720,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGGW,AMSTERDAM/SCHIPHOL airport - LONDON LUTON airport,2023,,3985,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGHI,AMSTERDAM/SCHIPHOL airport - SOUTHAMPTON airport,2023,,1281,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGKK,AMSTERDAM/SCHIPHOL airport - LONDON GATWICK airport,2023,,5892,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGLC,AMSTERDAM/SCHIPHOL airport - LONDON/CITY airport,2023,,7322,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGLL,AMSTERDAM/SCHIPHOL airport - LONDON HEATHROW airport,2023,,10851,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGNJ,AMSTERDAM/SCHIPHOL airport - HUMBERSIDE airport,2023,,1576,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGNM,AMSTERDAM/SCHIPHOL airport - LEEDS BRADFORD airport,2023,,2029,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGNT,AMSTERDAM/SCHIPHOL airport - NEWCASTLE airport,2023,,2620,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGNV,AMSTERDAM/SCHIPHOL airport - DURHAM TEES VALLEY airport,2023,,1511,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGPD,AMSTERDAM/SCHIPHOL airport - ABERDEEN/DYCE airport,2023,,2924,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGPE,AMSTERDAM/SCHIPHOL airport - INVERNESS airport,2023,,1105,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGPF,AMSTERDAM/SCHIPHOL airport - GLASGOW airport,2023,,3040,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGPH,AMSTERDAM/SCHIPHOL airport - EDINBURGH airport,2023,,4133,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGSH,AMSTERDAM/SCHIPHOL airport - NORWICH airport,2023,,2213,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_UK_EGSS,AMSTERDAM/SCHIPHOL airport - LONDON STANSTED airport,2023,,1255,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KATL,"AMSTERDAM/SCHIPHOL airport - HARTSFIELD - JACKSON ATLANTA INTERNATIONAL, GA. airport",2023,,2872,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KBOS,"AMSTERDAM/SCHIPHOL airport - BOSTON/GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL, MA. airport",2023,,1701,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KDTW,"AMSTERDAM/SCHIPHOL airport - DETROIT METROPOLITAN WAYNE COUNTY, MI. airport",2023,,2164,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KEWR,"AMSTERDAM/SCHIPHOL airport - NEWARK LIBERTY INTERNATIONAL, NJ. airport",2023,,729,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KIAD,"AMSTERDAM/SCHIPHOL airport - WASHINGTON DULLES INTERNATIONAL, DC. airport",2023,,1157,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KIAH,"AMSTERDAM/SCHIPHOL airport - GEORGE BUSH INTERCONTINENTAL/HOUSTON, TX. airport",2023,,1366,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KJFK,"AMSTERDAM/SCHIPHOL airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",2023,,3381,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KLAS,"AMSTERDAM/SCHIPHOL airport - LAS VEGAS/MCCARRAN INTERNATIONAL, NV. airport",2023,,421,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KLAX,"AMSTERDAM/SCHIPHOL airport - LOS ANGELES INTERNATIONAL, CA. airport",2023,,1029,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KMSP,"AMSTERDAM/SCHIPHOL airport - MINNEAPOLIS-ST. PAUL INTERNATIONAL (WOLD CHAMBERLAIN), MN. airport",2023,,2073,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KORD,"AMSTERDAM/SCHIPHOL airport - CHICAGO - O'HARE INTERNATIONAL, IL. airport",2023,,1306,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KPDX,"AMSTERDAM/SCHIPHOL airport - PORTLAND INTERNATIONAL, OR. airport",2023,,719,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KPHL,"AMSTERDAM/SCHIPHOL airport - PHILADELPHIA INTERNATIONAL, PA. airport",2023,,687,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KSEA,"AMSTERDAM/SCHIPHOL airport - SEATTLE/SEATTLE-TACOMA INTERNATIONAL, WA. airport",2023,,1154,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KSFO,"AMSTERDAM/SCHIPHOL airport - SAN FRANCISCO/INTL,CA. airport",2023,,1065,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_US_KSLC,"AMSTERDAM/SCHIPHOL airport - SALT LAKE CITY INTERNATIONAL, UT. airport",2023,,916,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_ZA_FACT,AMSTERDAM/SCHIPHOL airport - CAPE TOWN (CAPE TOWN INTERNATIONAL airport) airport,2023,,780,,,,,
dataflow,ESTAT:AVIA_PAR_NL(1.0),Air passenger transport routes between partner airports and main airports in the Netherlands,A,Annual,FLIGHT,Flight,CAF_PAS,Commercial passenger air flights,NL_EHAM_ZA_FAOR,AMSTERDAM/SCHIPHOL airport - OLIFANTS RIVER BRIDGE airport,2023,,727,,,,,
