airline_iata,airlineid,source_iata,sourceid,dest_iata,destid,codeshare,stops,aircraft
KL,3090,AAL,628,AMS,580,Y,0,EMJ F70
KL,3090,ABE,4355,ATL,3682,Y,0,CRJ
KL,3090,ABQ,4019,ATL,3682,Y,0,757 320
KL,3090,ABV,260,CDG,1382,Y,0,332
KL,3090,ABV,260,PHC,275,Y,0,332
KL,3090,ABY,5715,ATL,3682,Y,0,CRJ
KL,3090,ABZ,532,AMS,580,,0,737 EMJ F70
KL,3090,ACC,248,AMS,580,,0,330
KL,3090,ADD,1107,JIB,4119,Y,0,EMJ E90
KL,3090,ADD,1107,NBO,4059,Y,0,E90
KL,3090,AES,630,AMS,580,Y,0,EMJ
KL,3090,AEX,3852,ATL,3682,Y,0,CRJ
KL,3090,AGS,3658,ATL,3682,Y,0,CRJ 717
KL,3090,AKU,6404,URC,3399,Y,0,737
KL,3090,ALA,2908,AMS,580,,0,330
KL,3090,ALB,3864,ATL,3682,Y,0,M88 CR9
KL,3090,ALG,210,CDG,1382,Y,0,319
KL,3090,AMS,580,AAL,628,Y,0,F70 EMJ
KL,3090,AMS,580,ABZ,532,,0,EMJ 737 F70
KL,3090,AMS,580,ACC,248,,0,330
KL,3090,AMS,580,AES,630,Y,0,EMJ
KL,3090,AMS,580,ALA,2908,,0,330
KL,3090,AMS,580,ARN,737,,0,737
KL,3090,AMS,580,ATH,3941,,0,737
KL,3090,AMS,580,ATL,3682,,0, 777
KL,3090,AMS,580,AUA,2895,,0,330
KL,3090,AMS,580,AUH,2179,,0,330
KL,3090,AMS,580,BCN,1218,,0,737
KL,3090,AMS,580,BGO,636,,0,F70 EMJ 737
KL,3090,AMS,580,BHX,469,,0,EMJ 737
KL,3090,AMS,580,BKK,3885,,0,777
KL,3090,AMS,580,BLL,608,,0,737 EMJ
KL,3090,AMS,580,BLQ,1538,Y,0,EMJ
KL,3090,AMS,580,BOD,1264,,0,F70
KL,3090,AMS,580,BOM,2997,Y,0,76W
KL,3090,AMS,580,BOS,3448,Y,0,330
KL,3090,AMS,580,BRE,353,Y,0,F70
KL,3090,AMS,580,BRS,490,Y,0,EMJ
KL,3090,AMS,580,BRU,302,Y,0,F70 EMJ
KL,3090,AMS,580,BSL,1423,Y,0,F70 EMJ
KL,3090,AMS,580,BUD,1489,,0,737
KL,3090,AMS,580,CAI,1128,,0,777
KL,3090,AMS,580,CAN,3370,Y,0,330
KL,3090,AMS,580,CDG,1382,,0,737
KL,3090,AMS,580,CFE,1330,Y,0,ERJ
KL,3090,AMS,580,CGN,344,Y,0,F70
KL,3090,AMS,580,CPH,609,,0,737 EMJ
KL,3090,AMS,580,CPT,797,,0,777
KL,3090,AMS,580,CTU,3395,,0,74M
KL,3090,AMS,580,CUR,2897,,0,747
KL,3090,AMS,580,CWL,488,Y,0,F70
KL,3090,AMS,580,DEL,3093,,0,330
KL,3090,AMS,580,DFW,3670,,0,330
KL,3090,AMS,580,DMM,2064,,0,330
KL,3090,AMS,580,DOH,11051,,0,330
KL,3090,AMS,580,DTW,3645,Y,0,777 330 76W
KL,3090,AMS,580,DUS,345,Y,0,F70
KL,3090,AMS,580,DXB,2188,,0,777
KL,3090,AMS,580,EDI,535,,0,737 EMJ
KL,3090,AMS,580,EWR,3494,Y,0,76W
KL,3090,AMS,580,EZE,3988,,0,777
KL,3090,AMS,580,FCO,1555,,0,737
KL,3090,AMS,580,FLR,1563,,0,EMJ
KL,3090,AMS,580,FRA,340,Y,0,EMJ F70
KL,3090,AMS,580,FUK,2305,,0,777
KL,3090,AMS,580,GIG,2560,,0,777
KL,3090,AMS,580,GLA,534,,0,EMJ 737
KL,3090,AMS,580,GOT,687,,0,EMJ
KL,3090,AMS,580,GRU,2564,,0,777
KL,3090,AMS,580,GVA,1665,,0,737 F70 EMJ
KL,3090,AMS,580,HAJ,352,Y,0,EMJ F70
KL,3090,AMS,580,HAM,342,,0,737 EMJ
KL,3090,AMS,580,HAV,1909,,0,330
KL,3090,AMS,580,HEL,421,,0,737
KL,3090,AMS,580,HGH,3386,,0,777
KL,3090,AMS,580,HKG,3077,,0,74M
KL,3090,AMS,580,HRE,1005,,0,330
KL,3090,AMS,580,HUY,515,Y,0,F70
KL,3090,AMS,580,IAD,3714,,0,330
KL,3090,AMS,580,IAH,3550,,0,74M
KL,3090,AMS,580,ICN,3930,,0,74M 330
KL,3090,AMS,580,IST,1701,,0,737
KL,3090,AMS,580,JFK,3797,,0,330 777 74M 747
KL,3090,AMS,580,JNB,813,,0,777
KL,3090,AMS,580,JRO,1180,,0,330
KL,3090,AMS,580,KBP,2939,,0,737
KL,3090,AMS,580,KGL,1165,,0,330
KL,3090,AMS,580,KIX,3992,,0,777
KL,3090,AMS,580,KRS,638,Y,0,F70 EMJ
KL,3090,AMS,580,KUL,3304,,0,777
KL,3090,AMS,580,KWI,2176,,0,330
KL,3090,AMS,580,LAD,951,,0,330
KL,3090,AMS,580,LAX,3484,,0,74M 747
KL,3090,AMS,580,LBA,517,Y,0,F70 EMJ
KL,3090,AMS,580,LCA,1197,Y,0,32S
KL,3090,AMS,580,LCY,503,Y,0,ARJ
KL,3090,AMS,580,LED,2948,,0,737
KL,3090,AMS,580,LHR,507,,0,737 F70 EMJ
KL,3090,AMS,580,LIM,2789,,0,777
KL,3090,AMS,580,LIN,1529,,0,737
KL,3090,AMS,580,LIS,1638,,0,737
KL,3090,AMS,580,LOS,273,,0,330
KL,3090,AMS,580,LPI,742,Y,0,F70 EMJ
KL,3090,AMS,580,LUX,629,Y,0,EMJ F70
KL,3090,AMS,580,LYS,1335,Y,0,EMJ F70
KL,3090,AMS,580,MAD,1229,,0,737
KL,3090,AMS,580,MAN,478,,0,737 EMJ F70
KL,3090,AMS,580,MEX,1824,,0,74M
KL,3090,AMS,580,MME,522,Y,0,F70
KL,3090,AMS,580,MRS,1353,Y,0,32S
KL,3090,AMS,580,MSP,3858,Y,0,330 76W
KL,3090,AMS,580,MUC,346,,0,737
KL,3090,AMS,580,NBO,4059,,0,747
KL,3090,AMS,580,NCE,1354,,0,737 EMJ
KL,3090,AMS,580,NCL,521,,0,EMJ 737
KL,3090,AMS,580,NRT,2279,,0,747 74M 777
KL,3090,AMS,580,NTE,1418,Y,0,ERJ
KL,3090,AMS,580,NUE,347,Y,0,EMJ F70
KL,3090,AMS,580,NWI,547,Y,0,F70
KL,3090,AMS,580,ORD,3830,,0,74M
KL,3090,AMS,580,OSL,644,,0,737 EMJ
KL,3090,AMS,580,OTP,1657,,0,737
KL,3090,AMS,580,PBM,2773,,0,747
KL,3090,AMS,580,PDX,3720,Y,0,330
KL,3090,AMS,580,PEK,3364,,0,74M
KL,3090,AMS,580,PRG,1587,Y,0,F70 EMJ 737
KL,3090,AMS,580,PTY,1871,,0,777
KL,3090,AMS,580,PVG,3406,,0,74M 747
KL,3090,AMS,580,RIX,3953,Y,0,737
KL,3090,AMS,580,SEA,3577,Y,0,330
KL,3090,AMS,580,SFO,3469,,0,747
KL,3090,AMS,580,SIN,3316,,0,777
KL,3090,AMS,580,STR,350,Y,0,F70 EMJ
KL,3090,AMS,580,SVG,666,,0,EMJ 737
KL,3090,AMS,580,SVO,2985,,0,737
KL,3090,AMS,580,SXB,1435,Y,0,ERJ CRJ EMJ
KL,3090,AMS,580,SXM,2899,,0,747
KL,3090,AMS,580,TBS,3973,Y,0,737
KL,3090,AMS,580,TLL,415,Y,0,CRJ
KL,3090,AMS,580,TLS,1273,Y,0,EMJ
KL,3090,AMS,580,TLV,1590,,0,737
KL,3090,AMS,580,TPE,2276,,0,777
KL,3090,AMS,580,TRD,665,Y,0,EMJ
KL,3090,AMS,580,TRF,664,Y,0,EMJ
KL,3090,AMS,580,TXL,351,,0,737 EMJ
KL,3090,AMS,580,UIO,2688,,0,777
KL,3090,AMS,580,VCE,1551,,0,737 EMJ
KL,3090,AMS,580,VIE,1613,,0,737 EMJ
KL,3090,AMS,580,WAW,679,,0,737
KL,3090,AMS,580,XMN,3383,,0,777
KL,3090,AMS,580,YUL,146,,0,M11
KL,3090,AMS,580,YVR,156,,0,330
KL,3090,AMS,580,YYC,178,,0,330
KL,3090,AMS,580,YYZ,193,,0,M11 330 747 74M
KL,3090,AMS,580,ZRH,1678,,0,737 EMJ
KL,3090,ARN,737,AMS,580,,0,737
KL,3090,ATH,3941,AMS,580,,0,737
KL,3090,ATL,3682,ABE,4355,Y,0,717
KL,3090,ATL,3682,ABQ,4019,Y,0,757
KL,3090,ATL,3682,ABY,5715,Y,0,CRJ
KL,3090,ATL,3682,AEX,3852,Y,0,CRJ CR9
KL,3090,ATL,3682,AGS,3658,Y,0,717 M88 CRJ
KL,3090,ATL,3682,ALB,3864,Y,0,M88
KL,3090,ATL,3682,AMS,580,,0,777 
KL,3090,ATL,3682,ATW,4047,Y,0,CR9
KL,3090,ATL,3682,AUS,3673,Y,0,M90 M88
KL,3090,ATL,3682,AVL,4007,Y,0,CRJ M88
KL,3090,ATL,3682,AVP,4286,Y,0,CR7
KL,3090,ATL,3682,BDL,3825,Y,0,M88
KL,3090,ATL,3682,BHM,3811,Y,0,M88
KL,3090,ATL,3682,BMI,4037,Y,0,CR9
KL,3090,ATL,3682,BNA,3690,Y,0,319 M88 738 73H 717 320
KL,3090,ATL,3682,BOS,3448,Y,0,757 320 319
KL,3090,ATL,3682,BQK,5725,Y,0,CRJ
KL,3090,ATL,3682,BRU,302,Y,0,76W
KL,3090,ATL,3682,BTR,3846,Y,0,CR7 CRJ
KL,3090,ATL,3682,BTV,3711,Y,0,CR9
KL,3090,ATL,3682,BUF,3820,Y,0,M90 M88
KL,3090,ATL,3682,BWI,3849,Y,0,757 320 M90
KL,3090,ATL,3682,CAE,3561,Y,0,M88 CRJ
KL,3090,ATL,3682,CAK,4112,Y,0,M88
KL,3090,ATL,3682,CHA,3578,Y,0,CRJ M88
KL,3090,ATL,3682,CHO,4015,Y,0,CRJ
KL,3090,ATL,3682,CHS,3806,Y,0,M88 73W 717 319
KL,3090,ATL,3682,CID,4043,Y,0,CRJ
KL,3090,ATL,3682,CLE,3486,Y,0,717 CR9
KL,3090,ATL,3682,CLT,3876,Y,0,M88 M90 319
KL,3090,ATL,3682,CMH,3759,Y,0,73W M88 738
KL,3090,ATL,3682,COS,3819,Y,0,738
KL,3090,ATL,3682,CRW,4285,Y,0,319
KL,3090,ATL,3682,CSG,4255,Y,0,CRJ
KL,3090,ATL,3682,CUN,1852,Y,0,M88
KL,3090,ATL,3682,CVG,3488,Y,0,M88 738
KL,3090,ATL,3682,CZM,1800,Y,0,319 M88
KL,3090,ATL,3682,DAB,3950,Y,0,M90 757
KL,3090,ATL,3682,DAL,3502,Y,0,CRJ
KL,3090,ATL,3682,DAY,3627,Y,0,M88
KL,3090,ATL,3682,DCA,3520,Y,0,M90 320
KL,3090,ATL,3682,DEN,3751,Y,0,757 M90
KL,3090,ATL,3682,DFW,3670,Y,0,M88
KL,3090,ATL,3682,DHN,3739,Y,0,CRJ
KL,3090,ATL,3682,DSM,3729,Y,0,M88
KL,3090,ATL,3682,DTW,3645,Y,0,320 73H M90 757
KL,3090,ATL,3682,DUB,599,Y,0,76W
KL,3090,ATL,3682,DUS,345,Y,0,76W
KL,3090,ATL,3682,ECP,7669,Y,0,717 M88 CR9
KL,3090,ATL,3682,ELP,3559,Y,0,M88
KL,3090,ATL,3682,EVV,4018,Y,0,CRJ
KL,3090,ATL,3682,EWN,3730,Y,0,CRJ
KL,3090,ATL,3682,EWR,3494,Y,0,717
KL,3090,ATL,3682,EYW,3875,Y,0,CR7
KL,3090,ATL,3682,FAY,5738,Y,0,CRJ 73W
KL,3090,ATL,3682,FCO,1555,Y,0,333
KL,3090,ATL,3682,FLL,3533,Y,0,757 739
KL,3090,ATL,3682,FNT,4089,Y,0,M88
KL,3090,ATL,3682,FRA,340,Y,0,764
KL,3090,ATL,3682,FSM,3437,Y,0,CRJ
KL,3090,ATL,3682,FWA,4041,Y,0,CRJ
KL,3090,ATL,3682,GDL,1804,Y,0,320
KL,3090,ATL,3682,GNV,3472,Y,0,CR9 717
KL,3090,ATL,3682,GPT,4038,Y,0,CRJ M88
KL,3090,ATL,3682,GRB,3653,Y,0,CR7
KL,3090,ATL,3682,GRK,3775,Y,0,CR9
KL,3090,ATL,3682,GRR,3685,Y,0,320 M88
KL,3090,ATL,3682,GSO,4008,Y,0,M88 320 319
KL,3090,ATL,3682,GSP,4034,Y,0,319 M88 CRJ
KL,3090,ATL,3682,GTR,4273,Y,0,CRJ
KL,3090,ATL,3682,HOU,3566,Y,0,M88
KL,3090,ATL,3682,HPN,3589,Y,0,CR7
KL,3090,ATL,3682,HSV,4113,Y,0,717 M88
KL,3090,ATL,3682,IAD,3714,Y,0,M88 CR7
KL,3090,ATL,3682,IAH,3550,Y,0,717 320 M88
KL,3090,ATL,3682,ICT,3457,Y,0,M88
KL,3090,ATL,3682,ILM,3845,Y,0,CRJ 319
KL,3090,ATL,3682,IND,3585,Y,0,M88 M90
KL,3090,ATL,3682,JAN,3580,Y,0,717 CR9 M88
KL,3090,ATL,3682,JAX,3712,Y,0,757
KL,3090,ATL,3682,JFK,3797,Y,0,319 752 738 M88 73H
KL,3090,ATL,3682,LAS,3877,Y,0,757 753
KL,3090,ATL,3682,LAX,3484,Y,0,763 757 739
KL,3090,ATL,3682,LEX,4017,Y,0,CR9 M88 CRJ
KL,3090,ATL,3682,LFT,3493,Y,0,CRJ
KL,3090,ATL,3682,LGA,3697,Y,0,738 M88 757
KL,3090,ATL,3682,LHR,507,Y,0,764 77L 76W
KL,3090,ATL,3682,LIT,3660,Y,0,M88
KL,3090,ATL,3682,MAD,1229,Y,0,764
KL,3090,ATL,3682,MAN,478,Y,0,76W
KL,3090,ATL,3682,MCI,3458,Y,0,M90 757
KL,3090,ATL,3682,MCO,3878,Y,0,757 739
KL,3090,ATL,3682,MDT,3542,Y,0,CRJ M88
KL,3090,ATL,3682,MDW,3747,Y,0,320 717 319
KL,3090,ATL,3682,MEM,3473,Y,0,M88
KL,3090,ATL,3682,MEX,1824,Y,0,73W 73H
KL,3090,ATL,3682,MGM,4115,Y,0,CRJ
KL,3090,ATL,3682,MHT,4011,Y,0,320
KL,3090,ATL,3682,MIA,3576,Y,0,757 320
KL,3090,ATL,3682,MKE,3717,Y,0,M90 M88
KL,3090,ATL,3682,MLB,3671,Y,0,M88
KL,3090,ATL,3682,MLI,4072,Y,0,CR7 CR9
KL,3090,ATL,3682,MLU,3732,Y,0,CRJ
KL,3090,ATL,3682,MOB,3782,Y,0,CRJ CR9 717 CR7
KL,3090,ATL,3682,MSN,3459,Y,0,73W
KL,3090,ATL,3682,MSP,3858,Y,0,757 M90
KL,3090,ATL,3682,MSY,3861,Y,0,M88 757
KL,3090,ATL,3682,MTY,1825,Y,0,CR9
KL,3090,ATL,3682,MUC,346,Y,0,764
KL,3090,ATL,3682,MYR,3515,Y,0,M88
KL,3090,ATL,3682,OAJ,4386,Y,0,CRJ CR9
KL,3090,ATL,3682,OKC,3863,Y,0,M88
KL,3090,ATL,3682,OMA,3454,Y,0,CR7 M88
KL,3090,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88
KL,3090,ATL,3682,ORF,3611,Y,0,M90 M88
KL,3090,ATL,3682,PBI,3722,Y,0,757
KL,3090,ATL,3682,PDX,3720,Y,0,73H 738
KL,3090,ATL,3682,PHF,3633,Y,0,CRJ
KL,3090,ATL,3682,PHL,3752,Y,0,M90 757 M88
KL,3090,ATL,3682,PHX,3462,Y,0,73H 757 738
KL,3090,ATL,3682,PIA,4046,Y,0,CRJ
KL,3090,ATL,3682,PIT,3570,Y,0,CR9 M88
KL,3090,ATL,3682,PNS,3564,Y,0,M90
KL,3090,ATL,3682,PVD,3641,Y,0,M88
KL,3090,ATL,3682,PWM,3862,Y,0,M88
KL,3090,ATL,3682,RDU,3626,Y,0,M88 739 320
KL,3090,ATL,3682,RIC,3608,Y,0,M88 M90
KL,3090,ATL,3682,ROA,4016,Y,0,CRJ 319 CR9
KL,3090,ATL,3682,ROC,3622,Y,0,M90
KL,3090,ATL,3682,RSW,3793,Y,0,M88 757
KL,3090,ATL,3682,SAN,3731,Y,0,763 739
KL,3090,ATL,3682,SAT,3621,Y,0,M90 757
KL,3090,ATL,3682,SAV,3613,Y,0,M88 717 319
KL,3090,ATL,3682,SBN,4359,Y,0,CRJ
KL,3090,ATL,3682,SDF,4014,Y,0,M88 M90
KL,3090,ATL,3682,SEA,3577,Y,0,76W 757 763
KL,3090,ATL,3682,SFO,3469,Y,0,739 763 757
KL,3090,ATL,3682,SGF,4348,Y,0,CRJ CR9
KL,3090,ATL,3682,SHV,3609,Y,0,CRJ
KL,3090,ATL,3682,SJC,3748,Y,0,738
KL,3090,ATL,3682,SJD,1840,Y,0,73W 738
KL,3090,ATL,3682,SJU,2890,Y,0,757
KL,3090,ATL,3682,SLC,3536,Y,0,763 757
KL,3090,ATL,3682,SMF,3817,Y,0,757
KL,3090,ATL,3682,SNA,3867,Y,0,757
KL,3090,ATL,3682,SRQ,4067,Y,0,757
KL,3090,ATL,3682,STL,3678,Y,0,M90 757
KL,3090,ATL,3682,STR,350,Y,0,76W
KL,3090,ATL,3682,STT,2883,Y,0,757
KL,3090,ATL,3682,SYR,3745,Y,0,M88
KL,3090,ATL,3682,TLH,3698,Y,0,CRJ M88 319
KL,3090,ATL,3682,TPA,3646,Y,0,757 739
KL,3090,ATL,3682,TRI,4116,Y,0,CRJ 319
KL,3090,ATL,3682,TUL,3855,Y,0,CR7 M88 CR9
KL,3090,ATL,3682,TUS,3636,Y,0,M90
KL,3090,ATL,3682,TYS,3676,Y,0,CR7 CRJ 717 CR9
KL,3090,ATL,3682,VLD,5776,Y,0,CRJ
KL,3090,ATL,3682,VPS,3873,Y,0,M88 319 717
KL,3090,ATL,3682,XNA,4356,Y,0,CRJ CR9 717 CR7
KL,3090,ATW,4047,ATL,3682,Y,0,CR7 CR9
KL,3090,AUA,2895,BON,2896,,0,330
KL,3090,AUH,2179,AMS,580,,0,330
KL,3090,AUH,2179,BAH,2057,,0,330
KL,3090,AUH,2179,ISB,2223,Y,0,320 332
KL,3090,AUH,2179,LHE,2207,Y,0,332 320 77W
KL,3090,AUS,3673,ATL,3682,Y,0,M90 M88
KL,3090,AVL,4007,ATL,3682,Y,0,CRJ
KL,3090,AVP,4286,ATL,3682,Y,0,CR7
KL,3090,BAH,2057,AUH,2179,,0,330
KL,3090,BCN,1218,AMS,580,,0,737
KL,3090,BCN,1218,JFK,3797,Y,0,330
KL,3090,BDL,3825,ATL,3682,Y,0,M88 320 73W
KL,3090,BEL,2526,STM,4092,Y,0,737
KL,3090,BGO,636,AMS,580,,0,737 F70 EMJ
KL,3090,BHM,3811,ATL,3682,Y,0,M88
KL,3090,BHX,469,AMS,580,,0,737 EMJ
KL,3090,BJM,1120,KGL,1165,Y,0,EMJ E70
KL,3090,BJM,1120,NBO,4059,Y,0,E70
KL,3090,BKK,3885,AMS,580,,0,777
KL,3090,BKK,3885,CEI,3932,Y,0,320
KL,3090,BKK,3885,CNX,3931,Y,0,319
KL,3090,BKK,3885,HKT,3179,Y,0,320
KL,3090,BKK,3885,TPE,2276,Y,0,340
KL,3090,BLL,608,AMS,580,,0,737 EMJ
KL,3090,BLQ,1538,AMS,580,Y,0,EMJ
KL,3090,BMI,4037,ATL,3682,Y,0,CR9 CR7
KL,3090,BNA,3690,ATL,3682,Y,0,M88 738 320 717 319
KL,3090,BOD,1264,AMS,580,,0,F70
KL,3090,BOM,2997,AMS,580,Y,0,76W
KL,3090,BON,2896,AMS,580,,0,330
KL,3090,BOS,3448,AMS,580,Y,0,330
KL,3090,BOS,3448,ATL,3682,Y,0,757 M90 M88
KL,3090,BOS,3448,LHR,507,Y,0,767
KL,3090,BPS,4209,CNF,2537,Y,0,737
KL,3090,BQK,5725,ATL,3682,Y,0,CRJ
KL,3090,BRE,353,AMS,580,Y,0,F70
KL,3090,BRS,490,AMS,580,Y,0,EMJ
KL,3090,BRU,302,AMS,580,Y,0,F70 EMJ
KL,3090,BRU,302,ATL,3682,Y,0,76W
KL,3090,BRU,302,JFK,3797,Y,0,76W
KL,3090,BSL,1423,AMS,580,Y,0,F70 EMJ
KL,3090,BSL,1423,CDG,1382,Y,0,AT7
KL,3090,BTR,3846,ATL,3682,Y,0,CRJ CR7 319 CR9
KL,3090,BTV,3711,ATL,3682,Y,0,CR9
KL,3090,BUD,1489,AMS,580,,0,737
KL,3090,BUF,3820,ATL,3682,Y,0,M90 M88
KL,3090,BWI,3849,ATL,3682,Y,0,M88 M90 757 73W
KL,3090,BZV,883,FIH,1020,Y,0,737 738
KL,3090,BZV,883,NBO,4059,Y,0,738
KL,3090,CAE,3561,ATL,3682,Y,0,M88 319 CRJ 717
KL,3090,CAI,1128,AMS,580,,0,777
KL,3090,CAK,4112,ATL,3682,Y,0,M88 CR9
KL,3090,CAN,3370,AMS,580,Y,0,330
KL,3090,CAN,3370,HGH,3386,Y,0,321 772 738 333
KL,3090,CDG,1382,ABV,260,Y,0,330
KL,3090,CDG,1382,ALG,210,Y,0,319
KL,3090,CDG,1382,AMS,580,,0,737
KL,3090,CDG,1382,BSL,1423,Y,0,ATR
KL,3090,CDG,1382,CMN,1074,Y,0,320 319
KL,3090,CDG,1382,DLA,897,Y,0,777
KL,3090,CDG,1382,EZE,3988,Y,0,777
KL,3090,CDG,1382,NIM,280,Y,0,330
KL,3090,CDG,1382,PUJ,1760,Y,0,747
KL,3090,CDG,1382,ROB,1063,Y,0,330
KL,3090,CEI,3932,BKK,3885,Y,0,320
KL,3090,CFE,1330,AMS,580,Y,0,ERJ
KL,3090,CGK,3275,KUL,3304,,0,777
KL,3090,CGK,3275,SYD,3361,,0,330
KL,3090,CGN,344,AMS,580,Y,0,F70
KL,3090,CGO,3375,CTU,3395,Y,0,320
KL,3090,CGO,3375,HRB,3400,Y,0,320
KL,3090,CHA,3578,ATL,3682,Y,0,CRJ
KL,3090,CHO,4015,ATL,3682,Y,0,CRJ
KL,3090,CHS,3806,ATL,3682,Y,0,73W M88 319
KL,3090,CID,4043,ATL,3682,Y,0,CRJ CR9
KL,3090,CLE,3486,ATL,3682,Y,0,M88 717 CR9
KL,3090,CLT,3876,ATL,3682,Y,0,M90 M88
KL,3090,CMH,3759,ATL,3682,Y,0,M88 73W 738 319
KL,3090,CMN,1074,CDG,1382,Y,0,320 319
KL,3090,CNF,2537,GRU,2564,Y,0,738
KL,3090,CNX,3931,BKK,3885,Y,0,320
KL,3090,COS,3819,ATL,3682,Y,0,738
KL,3090,CPH,609,AMS,580,,0,737 EMJ
KL,3090,CPT,797,AMS,580,,0,777
KL,3090,CRW,4285,ATL,3682,Y,0,CRJ
KL,3090,CSG,4255,ATL,3682,Y,0,CRJ
KL,3090,CTU,3395,AMS,580,,0,74M
KL,3090,CTU,3395,CGO,3375,Y,0,32S
KL,3090,CTU,3395,HGH,3386,Y,0,320
KL,3090,CTU,3395,KMG,3382,Y,0,737
KL,3090,CTU,3395,KWL,3372,Y,0,737
KL,3090,CTU,3395,TNA,4108,Y,0,32S
KL,3090,CTU,3395,XIY,3379,Y,0,32S
KL,3090,CUN,1852,ATL,3682,Y,0,757 320 M88
KL,3090,CUN,1852,MEX,1824,Y,0,767
KL,3090,CUR,2897,AMS,580,,0,747
KL,3090,CVG,3488,ATL,3682,Y,0,M88 738 319
KL,3090,CWB,2545,GIG,2560,Y,0,73G
KL,3090,CWB,2545,MGF,2586,Y,0,738
KL,3090,CWL,488,AMS,580,Y,0,F70
KL,3090,CZM,1800,ATL,3682,Y,0,319 M88
KL,3090,DAB,3950,ATL,3682,Y,0,M90 M88
KL,3090,DAL,3502,ATL,3682,Y,0,CRJ
KL,3090,DAR,1177,AMS,580,,0,330
KL,3090,DAY,3627,ATL,3682,Y,0,M88
KL,3090,DCA,3520,ATL,3682,Y,0,M90 M88
KL,3090,DEL,3093,AMS,580,,0,330
KL,3090,DEN,3751,ATL,3682,Y,0,757 M90
KL,3090,DFW,3670,AMS,580,,0,330
KL,3090,DFW,3670,ATL,3682,Y,0,M88 319
KL,3090,DHN,3739,ATL,3682,Y,0,CRJ
KL,3090,DLA,897,CDG,1382,Y,0,772
KL,3090,DLA,897,SSG,891,Y,0,772
KL,3090,DLC,3404,HGH,3386,Y,0,32S
KL,3090,DMM,2064,AMS,580,,0,330
